Date,Fairfield,Hartford,Litchfield,Middlesex,New Haven,New London,Tolland,Windham
1/22/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/23/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/24/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/25/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/26/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/27/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/28/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/29/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/30/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/31/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/1/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/2/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/3/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/4/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/5/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/6/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/7/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/8/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/9/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/10/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/11/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/12/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/13/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/14/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/15/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/16/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/17/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/18/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/19/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/20/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/21/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/22/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/23/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/24/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/25/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/26/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/27/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/28/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/29/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/1/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/2/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/3/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/4/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/5/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/6/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/7/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/8/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/9/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/10/20,0.10600721697133142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/11/20,0.21201443394266284,0.0,0.5545296756555927,0.0,0.0,0.0,0.0,0.0
3/12/20,0.4240288678853257,0.0,0.5545296756555927,0.0,0.0,0.0,0.0,0.0
3/13/20,0.8480577357706514,0.0,1.6635890269667784,0.0,0.0,0.0,0.0,0.0
3/14/20,1.5901082545699712,0.11214282510204998,1.6635890269667784,0.0,0.46796925909936976,0.0,0.0,0.0
3/15/20,1.5901082545699712,0.22428565020409996,1.6635890269667784,0.0,0.46796925909936976,0.0,0.0,0.0
3/16/20,3.0742092921686113,0.4485713004081999,2.218118702622371,0.0,0.46796925909936976,0.0,0.0,0.0
3/17/20,5.088346414623907,0.7849997757143498,2.772648378277964,0.0,0.9359385181987395,0.0,0.0,0.0
3/18/20,7.314497971021868,1.2335710761225496,2.772648378277964,0.6156270777413874,1.1699231477484244,0.0,0.0,0.0
3/19/20,10.812736131075804,2.0185708518368997,3.8817077295891487,1.846881233224162,2.690823239821376,0.0,2.653910204948216,0.0
3/20/20,12.932880470502433,3.2521419279594492,4.436237405244742,3.078135388706937,2.690823239821376,0.3770653755948206,2.653910204948216,1.7125926940795673
3/21/20,12.932880470502433,3.2521419279594492,4.436237405244742,3.078135388706937,2.690823239821376,0.3770653755948206,2.653910204948216,1.7125926940795673
3/22/20,22.049501130036933,6.0557125555106985,6.654356107867113,3.693762466448324,3.3927771284704304,1.131196126784462,9.288685717318755,0.8562963470397836
3/23/20,28.62194858225948,6.840712331225047,7.208885783522705,4.925016621931099,4.79668490576854,1.5082615023792825,10.615640819792864,1.7125926940795673
3/24/20,40.70677131699126,9.868568608980397,12.199652864423038,4.925016621931099,10.412316014960977,2.262392253568924,12.606073473504024,1.7125926940795673
3/25/20,57.879940466346945,13.008567711837797,18.29947929663456,9.234406166120811,14.858023976404992,3.3935883803533855,17.913893883400455,1.7125926940795673
3/26/20,64.34638070159816,15.475709864082896,24.399305728846077,11.081287399344973,18.25080110487542,4.901849882732669,21.89475919082278,2.5688890411193506
3/27/20,79.71742716244123,21.194993944287443,28.83554313409082,15.390676943534686,25.972293880015023,5.655980633922309,21.89475919082278,2.5688890411193506
3/28/20,96.25455300996892,25.56856412326739,36.04442891761352,17.23755817675885,27.610186286862817,7.164242136301592,24.548669395770993,2.5688890411193506
3/29/20,131.9789851293076,30.951419728165792,48.24408178203657,23.393828954172722,32.757848136955886,7.541307511896413,26.539102049482157,5.994074429278485
3/30/20,153.18042852357388,37.00713228367649,62.66185334908198,30.781353887069372,43.63813341101623,9.049569014275695,33.1738775618527,8.562963470397836
3/31/20,198.23349573638976,44.072130265105635,67.09809075432672,34.4751163535177,60.48502673859354,10.180765141060158,37.15474286927502,9.419259817437618
4/1/20,210.5303329050642,52.59498497286143,72.64338751088265,40.631387130931564,71.48230432742874,10.934895892249799,40.47213062546029,16.269630593755885
4/2/20,226.00738658287855,60.44498273000494,78.18868426743857,45.55640375286267,75.69402765932307,10.934895892249799,44.45299593288261,17.982223287835453
4/3/20,287.9156012941361,76.14497824429193,95.93363388841753,56.02206407446624,104.24015246438462,15.082615023792826,52.414726547727255,23.120001370074156
4/4/20,299.3643807270399,81.41569102408828,100.92440096931789,61.562707774138744,119.80013032943866,21.492726408904776,60.3764571625719,26.54518675823329
4/5/20,323.3220117625608,84.21926165163953,109.24234610415176,67.71897855155261,135.94506976836692,21.492726408904776,62.36688981628306,27.401483105273076
4/6/20,394.24083991638156,98.90997174000807,127.54182540078634,83.1096554950873,171.7447180894687,24.50924941366334,68.33818777741655,34.251853881591344
4/7/20,438.44584939342667,117.18925223164223,141.40506729217614,92.3440616612081,194.67521178533784,32.05055692555975,73.64600818731297,36.82074292271069
4/8/20,438.44584939342667,117.18925223164223,141.40506729217614,92.3440616612081,194.67521178533784,32.05055692555975,73.64600818731297,36.82074292271069
4/9/20,517.52723325404,164.96209572511552,174.6768478315117,126.20355093698441,255.39422315348105,52.41208720768006,96.20424492937282,44.52741004606874
4/10/20,549.1173839114967,181.1106625398107,191.86726777683506,147.75049865793298,278.7926861084495,58.82219859279201,100.84858778803219,50.52148447534723
4/11/20,573.1810221639889,205.44565558695552,215.15751415436998,178.53185254500235,317.63413461369726,69.75709448504182,113.45466126153623,56.51555890462571
4/12/20,586.643938719348,214.64136724532366,223.47545928920385,184.07249624467482,344.65935932668583,71.64242136301591,120.7529143251438,56.51555890462571
4/13/20,636.4673306958738,251.5363567038981,247.32023534239437,208.69757935433032,392.8601930139209,83.70851338205017,129.37812249122553,71.07259680430204
4/14/20,658.6228390428821,265.7784954918584,255.08365080157267,218.5476125981925,414.50377124726674,85.59384026002428,133.35898779864783,74.49778219246117
